Model Realization Faultblock Zone GRV NRV NPV HCPV STOIIP
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Sor Below_Brent_4_3 22457514.94 17550048.15 5253926.96 3610770.61 2799047.07
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Sor Below_Brent_4_2 11327144.42 6564789.71 1770082.54 1288683.75 998979.68
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Sor Below_Brent_4_1 12375713.55 6374949.64 1839953.50 1359153.99 1053607.77
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Sor Below_Brent_3_3 22606979.16 13833363.43 3918420.07 3038526.84 2355447.24
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Sor Below_Brent_3_2 20159332.39 14309033.13 4216957.58 3579209.94 2774581.43
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Sor Below_Brent_3_1 5196826.47 2981066.31 838876.61 612372.49 474707.37
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Sor Below_Brent_2 13254712.45 11508380.19 3447642.06 2719566.70 2108191.30
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Sor Below_Brent_1_3 12666274.44 10145206.38 2954020.69 2287469.41 1773232.16
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Sor Below_Brent_1_2 640401.15 564693.75 139398.19 79470.45 61605.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Sor Below_Brent_1_1 2751392.82 2082117.04 566911.54 374090.90 289992.95
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Sor Totals 160752625.23 119312288.83 34912845.05 26546568.53 20578735.90
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre1 Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre1 Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre1 Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre1 Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre1 Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre1 Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre1 Below_Brent_4_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre1 Below_Brent_3_3 2586841.20 584767.76 158312.57 110809.17 85898.58
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre1 Below_Brent_3_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre1 Below_Brent_3_1 3657517.22 1398447.40 389724.19 248069.74 192302.13
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre1 Below_Brent_2 591096.10 586263.63 187311.74 133565.87 103539.44
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre1 Below_Brent_1_3 6507090.52 5991552.78 1820010.02 1363047.96 1056626.36
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre1 Below_Brent_1_2 10859152.41 10457038.12 3184623.24 2139580.19 1658589.34
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre1 Below_Brent_1_1 1395972.00 852094.70 184473.16 46259.17 35859.82
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre1 Totals 25597669.45 19870164.39 5924454.93 4041332.10 3132815.67
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre3 Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre3 Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre3 Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre3 Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre3 Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre3 Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre3 Below_Brent_4_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre3 Below_Brent_3_3 669042.21 364460.20 111702.49 92521.84 71722.36
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre3 Below_Brent_3_2 1861949.41 1393258.36 457480.69 394637.46 305920.52
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre3 Below_Brent_3_1 2641712.49 998204.92 300540.94 247837.60 192122.18
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre3 Below_Brent_2 4472868.43 4331215.86 1434143.83 1310291.79 1015730.10
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre3 Below_Brent_1_3 11887117.75 10702358.81 3331252.13 2993089.66 2320224.61
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre3 Below_Brent_1_2 37110489.92 33668744.06 10260091.34 8978263.49 6959894.38
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre3 Below_Brent_1_1 42236341.92 24838234.23 5942655.81 4625598.99 3585735.76
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Midtre3 Totals 100879522.15 76296476.44 21837867.24 18642240.84 14451349.91
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof054C Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof054C Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof054C Below_Brent_6 1618146.96 1553831.32 425694.25 192953.39 149576.28
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof054C Below_Brent_5 30466.21 28408.15 8370.22 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof054C Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof054C Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof054C Below_Brent_4_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof054C Below_Brent_3_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof054C Below_Brent_3_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof054C Below_Brent_3_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof054C Below_Brent_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof054C Below_Brent_1_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof054C Below_Brent_1_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof054C Below_Brent_1_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof054C Totals 1648613.17 1582239.47 434064.47 192953.39 149576.28
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof053C Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof053C Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof053C Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof053C Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof053C Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof053C Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof053C Below_Brent_4_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof053C Below_Brent_3_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof053C Below_Brent_3_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof053C Below_Brent_3_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof053C Below_Brent_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof053C Below_Brent_1_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof053C Below_Brent_1_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof053C Below_Brent_1_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Westof053C Totals 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_MidtreNord Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_MidtreNord Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_MidtreNord Below_Brent_6 323361.40 298250.22 84178.08 42187.74 32703.67
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_MidtreNord Below_Brent_5 1430072.31 1323665.29 390071.21 190729.79 147852.56
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_MidtreNord Below_Brent_4_3 1268.66 917.36 259.59 45.09 34.95
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_MidtreNord Below_Brent_4_2 100443.59 24698.21 6192.20 3006.72 2330.79
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_MidtreNord Below_Brent_4_1 1032469.05 333931.31 88202.59 36366.17 28190.83
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_MidtreNord Below_Brent_3_3 2441946.75 1181901.28 315283.39 153473.54 118971.74
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_MidtreNord Below_Brent_3_2 6898227.32 2604174.94 648969.64 277109.00 214813.18
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_MidtreNord Below_Brent_3_1 9610103.56 9072451.91 2570035.57 1574947.62 1220889.66
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_MidtreNord Below_Brent_2 3923410.37 3902784.63 1245306.66 828166.49 641989.54
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_MidtreNord Below_Brent_1_3 14456459.61 13375638.24 4075531.41 2747692.33 2129994.12
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_MidtreNord Below_Brent_1_2 1301291.35 1276494.22 360229.21 203584.85 157817.72
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_MidtreNord Below_Brent_1_1 237583.73 130503.18 27956.48 4989.01 3867.45
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_MidtreNord Totals 41756637.70 33525410.79 9812216.05 6062298.34 4699456.21
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Ost_All Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Ost_All Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Ost_All Below_Brent_6 20915562.26 18932808.60 5665802.76 4419687.22 3426114.23
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Ost_All Below_Brent_5 29348151.97 21597816.85 6434456.18 4865200.92 3771473.69
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Ost_All Below_Brent_4_3 7604870.62 6282021.75 1754933.46 841766.30 652532.03
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Ost_All Below_Brent_4_2 7393151.88 2368194.76 617496.82 275995.06 213949.67
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Ost_All Below_Brent_4_1 4764656.46 1679476.33 438129.94 189583.46 146963.93
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Ost_All Below_Brent_3_3 1214672.61 494956.91 134354.41 36332.79 28164.95
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Ost_All Below_Brent_3_2 1028473.16 226930.06 68220.98 43486.09 33710.15
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Ost_All Below_Brent_3_1 2209306.75 604602.72 166774.81 106029.29 82193.25
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Ost_All Below_Brent_2 345814.54 343131.76 110306.46 86459.08 67022.54
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Ost_All Below_Brent_1_3 19973.35 18285.88 5601.36 4560.11 3534.97
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Ost_All Below_Brent_1_2 1908495.99 1839030.99 555294.26 388420.48 301101.16
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Ost_All Below_Brent_1_1 538256.15 280245.97 58022.05 23457.03 18183.75
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_Ost_All Totals 77291385.75 54667502.56 16009393.50 11280977.83 8744944.31
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_RwBr_Dr Below_Draupne 23362293.68 17257745.81 5141136.29 3769700.21 2922248.31
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_RwBr_Dr Below_ReWorkedBrent 101985849.57 69702319.36 18724779.29 14201995.58 11009299.23
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_RwBr_Dr Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_RwBr_Dr Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_RwBr_Dr Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_RwBr_Dr Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_RwBr_Dr Below_Brent_4_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_RwBr_Dr Below_Brent_3_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_RwBr_Dr Below_Brent_3_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_RwBr_Dr Below_Brent_3_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_RwBr_Dr Below_Brent_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_RwBr_Dr Below_Brent_1_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_RwBr_Dr Below_Brent_1_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_RwBr_Dr Below_Brent_1_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 2015Tordis_RwBr_Dr Totals 125348143.25 86960065.17 23865915.58 17971695.80 13931547.54
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 Totals Below_Draupne 23362293.68 17257745.81 5141136.29 3769700.21 2922248.31
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 Totals Below_ReWorkedBrent 101988266.79 69704178.28 18725258.22 14202228.74 11009479.97
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 Totals Below_Brent_6 81703954.57 76590786.03 22136968.84 15971636.25 12381113.74
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 Totals Below_Brent_5 94382965.04 80164685.31 24143064.48 18224456.86 14127486.36
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 Totals Below_Brent_4_3 51611400.61 42468580.56 12127730.42 7810297.88 6054494.66
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 Totals Below_Brent_4_2 23960209.88 11054521.60 2941101.16 1900151.43 1472985.65
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 Totals Below_Brent_4_1 36041404.93 15426496.63 4265163.87 2674540.00 2073286.89
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 Totals Below_Brent_3_3 51211224.80 28131484.63 7935149.96 5200680.08 4031535.07
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 Totals Below_Brent_3_2 32469633.74 20315479.47 5906352.03 4573427.52 3545292.76
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 Totals Below_Brent_3_1 39293496.43 20382110.94 5767992.94 3794462.68 2941444.02
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 Totals Below_Brent_2 32253559.12 30267275.52 9478853.58 7493394.89 5808833.42
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 Totals Below_Brent_1_3 74613995.23 66948829.16 20507521.50 15861661.98 12295862.36
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 Totals Below_Brent_1_2 76778520.47 71271595.61 21235307.82 16641537.63 12900417.15
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 Totals Below_Brent_1_1 62013570.35 36042304.52 8399354.77 5908290.67 4580070.43
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 9 Totals Totals 781684495.64 586026074.07 168710955.89 124026466.84 96144550.78
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre2 Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre2 Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre2 Below_Brent_6 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre2 Below_Brent_5 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre2 Below_Brent_4_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre2 Below_Brent_4_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre2 Below_Brent_4_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre2 Below_Brent_3_3 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre2 Below_Brent_3_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre2 Below_Brent_3_1 905369.94 255584.72 72740.72 54804.60 42484.19
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre2 Below_Brent_2 6984551.72 6922491.41 2204879.36 1887244.08 1462979.95
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre2 Below_Brent_1_3 43931960.93 40703726.16 12415436.68 9760440.67 7566233.30
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre2 Below_Brent_1_2 23660400.85 22487067.80 6237010.08 4307654.70 3339267.31
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre2 Below_Brent_1_1 22232477.08 12053517.57 2591605.68 1430963.98 1109274.43
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre2 Totals 97714760.53 82422387.67 23521672.52 17441108.03 13520239.18
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Vest Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Vest Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Vest Below_Brent_6 35252315.11 33385768.58 9585245.56 7716695.49 5981934.66
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Vest Below_Brent_5 79593199.52 72229435.54 21622355.00 15113432.26 11715839.31
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Vest Below_Brent_4_3 7055207.94 5672008.81 1571918.43 827138.65 641192.77
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Vest Below_Brent_4_2 10766006.14 3909515.49 1057228.65 562565.54 436097.33
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Vest Below_Brent_4_1 5679636.47 2344938.13 656015.93 348216.10 269934.97
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Vest Below_Brent_3_3 13289561.42 6298954.76 1807655.82 1040267.23 806408.73
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Vest Below_Brent_3_2 2738008.77 918430.04 250771.60 93252.41 72288.69
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Vest Below_Brent_3_1 3500642.09 1489524.15 441454.16 236742.52 183521.34
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Vest Below_Brent_2 329564.35 327922.49 104815.18 49049.33 38022.73
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Vest Below_Brent_1_3 47167.33 45604.90 13787.10 448.83 347.93
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Vest Below_Brent_1_2 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Vest Below_Brent_1_1 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Vest Totals 158251309.14 126622102.89 37111247.43 25987808.36 20145588.47
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Sor Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Sor Below_ReWorkedBrent 82.93 57.09 14.76 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Sor Below_Brent_6 20110465.60 19124993.30 5440711.11 4062494.56 3149220.68
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Sor Below_Brent_5 21005456.68 19042056.12 5721622.14 4262193.10 3304025.76
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Sor Below_Brent_4_3 14176998.49 11273954.96 3427878.56 2589448.06 2007324.14
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Sor Below_Brent_4_2 14620387.71 7818015.20 2048663.92 1287925.99 998392.27
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Sor Below_Brent_4_1 18577770.57 10672654.08 3156528.76 2612228.03 2024983.03
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Sor Below_Brent_3_3 17366769.72 10651792.22 2933458.91 2211842.04 1714606.28
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Sor Below_Brent_3_2 13170911.54 7586741.12 2189081.42 1892687.05 1467199.31
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Sor Below_Brent_3_1 6258797.36 3591669.26 1029732.51 749457.31 580974.67
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Sor Below_Brent_2 8989335.25 7329011.86 2057942.69 1536863.52 1191367.10
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Sor Below_Brent_1_3 13993052.63 10965044.05 3178436.00 2440744.15 1892049.79
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Sor Below_Brent_1_2 9944301.60 8252159.10 2293895.90 1771221.11 1373039.66
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Sor Below_Brent_1_1 2684439.98 2128006.70 566092.31 366937.89 284447.98
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Sor Totals 160898770.06 118436155.06 34044059.01 25784042.80 19987630.67
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre1 Below_Draupne 0.00 0.00 0.00 0.00 0.00
20170127_sf01rms201314_faciesseed_COMPDEPTHUNC 10 2015Tordis_Midtre1 Below_ReWorkedBrent 0.00 0.00 0.00 0.00 0.00
